accession,biosample,bioproject,studyId,dri_orcids
ERR15960635,ERS27943726,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960636,ERS27943727,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960637,ERS27943728,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960638,ERS27943729,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960639,ERS27943730,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960640,ERS27943732,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960641,ERS27943731,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960642,ERS27943733,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960643,ERS27943734,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960644,ERS27943735,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960645,ERS27943736,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960646,ERS27943737,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960647,ERS27943738,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960648,ERS27943739,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960649,ERS27943740,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960650,ERS27943741,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960651,ERS27943742,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960652,ERS27943743,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960653,ERS27943744,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960654,ERS27943745,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960655,ERS27943746,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960656,ERS27943747,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960657,ERS27943748,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960658,ERS27943749,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960659,ERS27943750,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960660,ERS27943752,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960661,ERS27943751,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960662,ERS27943753,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960663,ERS27943753,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960664,ERS27943754,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960665,ERS27943755,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960666,ERS27943756,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960667,ERS27946060,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960668,ERS27946061,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960669,ERS27946060,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960670,ERS27946061,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960671,ERS27946062,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960672,ERS27946062,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960673,ERS27943761,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960674,ERS27943762,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960675,ERS27943762,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960676,ERS27943763,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960677,ERS27943764,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960678,ERS27943765,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960679,ERS27943766,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960680,ERS27943767,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960681,ERS27943769,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960682,ERS27943770,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960683,ERS27943768,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960684,ERS27943771,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960685,ERS27943772,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960686,ERS27943773,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960687,ERS27943774,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960688,ERS27943775,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960689,ERS27943776,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960690,ERS27943777,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960691,ERS27943779,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960692,ERS27943778,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960693,ERS27943780,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960694,ERS27943781,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960695,ERS27943782,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960696,ERS27943784,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960697,ERS27943786,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960698,ERS27943785,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960699,ERS27943783,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960700,ERS27943787,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960701,ERS27943788,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960702,ERS27943789,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960703,ERS27943790,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960704,ERS27943791,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960705,ERS27943792,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960706,ERS27943795,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960707,ERS27943794,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960708,ERS27943793,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960709,ERS27943796,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960710,ERS27943797,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960711,ERS27943798,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960712,ERS27943799,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960713,ERS27943800,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960714,ERS27943801,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960715,ERS27943802,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960716,ERS27943803,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960717,ERS27943804,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960718,ERS27943806,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960719,ERS27943805,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960720,ERS27943807,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960721,ERS27943808,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960722,ERS27943809,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960723,ERS27943810,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960724,ERS27943811,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960725,ERS27943813,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960726,ERS27943812,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960727,ERS27943814,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960728,ERS27943817,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960729,ERS27943815,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960730,ERS27943816,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960731,ERS27943818,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960732,ERS27943819,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960733,ERS27943820,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960734,ERS27943821,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960735,ERS27943824,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960736,ERS27943823,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960737,ERS27943822,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960738,ERS27943825,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960739,ERS27943826,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960740,ERS27943827,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960741,ERS27943831,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960742,ERS27943832,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960743,ERS27943828,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960744,ERS27943830,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960745,ERS27943829,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960746,ERS27943833,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960747,ERS27943834,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960748,ERS27943836,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960749,ERS27943835,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960750,ERS27943839,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960751,ERS27943838,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960752,ERS27943837,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960753,ERS27943840,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960754,ERS27943841,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960755,ERS27943842,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960756,ERS27943843,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960757,ERS27943846,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960758,ERS27943844,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960759,ERS27943845,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960760,ERS27943847,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960761,ERS27943848,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960762,ERS27943850,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960763,ERS27943849,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960764,ERS27943851,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960765,ERS27943853,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960766,ERS27943852,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960767,ERS27943854,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960768,ERS27943855,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960769,ERS27943856,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960770,ERS27943857,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960771,ERS27943858,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960772,ERS27943859,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960773,ERS27943860,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960774,ERS27943861,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960775,ERS27943862,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960776,ERS27943863,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960777,ERS27943864,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960778,ERS27943865,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960779,ERS27943867,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960780,ERS27943866,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960781,ERS27943869,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960782,ERS27943868,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960783,ERS27943871,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960784,ERS27943870,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960785,ERS27943872,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960786,ERS27943873,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960787,ERS27943874,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960788,ERS27943875,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960789,ERS27943876,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960790,ERS27943877,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960791,ERS27943878,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960792,ERS27943879,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960793,ERS27943880,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960794,ERS27943881,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960795,ERS27943883,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960796,ERS27943882,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960797,ERS27943884,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960798,ERS27943885,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960799,ERS27943886,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960800,ERS27943887,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960801,ERS27943888,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960802,ERS27943889,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960803,ERS27943890,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960804,ERS27943891,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960805,ERS27943892,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960806,ERS27943893,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960807,ERS27943894,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960808,ERS27943895,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960809,ERS27943897,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960810,ERS27943896,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960811,ERS27943898,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960812,ERS27943899,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960813,ERS27943900,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960814,ERS27943901,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960815,ERS27943902,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960816,ERS27943904,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960817,ERS27943903,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960818,ERS27943905,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960819,ERS27943906,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960820,ERS27943907,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960821,ERS27943908,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960822,ERS27943909,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960823,ERS27943910,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960824,ERS27943911,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960825,ERS27943912,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960826,ERS27943913,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960827,ERS27943914,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960828,ERS27943915,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960829,ERS27943916,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960830,ERS27943917,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960831,ERS27943918,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960832,ERS27943919,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960833,ERS27943920,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960834,ERS27943921,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960835,ERS27943922,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960836,ERS27943923,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960837,ERS27943924,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960838,ERS27943925,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960839,ERS27943926,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960840,ERS27943927,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960841,ERS27943928,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960842,ERS27943929,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960843,ERS27943930,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960844,ERS27943931,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960845,ERS27943932,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960846,ERS27943934,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960847,ERS27943933,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960848,ERS27943935,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960849,ERS27943936,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960850,ERS27943937,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960851,ERS27943938,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960852,ERS27943939,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960853,ERS27943940,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960854,ERS27943941,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960855,ERS27943942,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960856,ERS27943943,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960857,ERS27943944,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960858,ERS27943945,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960859,ERS27943946,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960860,ERS27943947,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960861,ERS27943948,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960862,ERS27943950,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960863,ERS27943949,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960864,ERS27943951,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960865,ERS27943952,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960866,ERS27943953,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960867,ERS27943954,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960868,ERS27943955,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960869,ERS27943956,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960870,ERS27943957,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960871,ERS27943958,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960872,ERS27943959,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960873,ERS27943960,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960874,ERS27943961,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960875,ERS27943963,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960876,ERS27943964,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960877,ERS27943965,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960878,ERS27943962,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960879,ERS27943966,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960880,ERS27943967,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960881,ERS27943969,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960882,ERS27943968,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960883,ERS27943971,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960884,ERS27943970,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960885,ERS27943970,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960886,ERS27943971,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960887,ERS27943972,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960888,ERS27943975,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960889,ERS27943976,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960890,ERS27943973,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960891,ERS27943974,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960892,ERS27943977,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960893,ERS27943978,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960894,ERS27943979,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960895,ERS27943981,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960896,ERS27943982,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960897,ERS27943980,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
